"","ï..ST_CASE","STATE_NAME","CITY_NAME","COUNTY_NAME","RUR_URB_NAME","TYP_INT_NAME","TWAY_ID","TWAY_ID2","HARM_EV_NAME","FATALS","DRUNK_DR","VE_TOTAL","VE_FORMS","PVH_INVL","PEDS","PERNOTMVIT","PERMVIT","PERSONS","MONTH_NAME","DAY_WEEK_NAME","WEATHER_NAME","LGT_COND_NAME","LATITUDE","LONGITUD"
"489",121426,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","3RD AVE","50TH ST","Fell/jumped from Vehicle",1,0,1,1,0,0,0,8,8,"July","Saturday","Clear","Daylight",27.5588,-82.5657
"490",121431,"FLORIDA","WEST BRADENTON","MANATEE","Urban","Not an Intersection","SR-45","","Pedestrian",1,0,1,1,0,1,1,4,4,"July","Saturday","Clear","Daylight",27.4814,-82.5753
"491",121450,"FLORIDA","BRADENTON","MANATEE","Rural","Not an Intersection","SR-684","","Pedalcyclist",1,1,1,1,0,1,1,1,1,"July","Sunday","Clear","Dusk",27.4617,-82.6641
"492",121488,"FLORIDA","BRADENTON","MANATEE","Urban","Four-Way Intersection","SR-684","CAPE VISTA DR","Traffic Signal Support",1,0,1,1,0,0,0,1,1,"June","Saturday","Clear","Daylight",27.4624,-82.6158
"493",121522,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-41","23RD ST E","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"July","Monday","Clear","Dark - Lighted",27.534,-82.5613
"494",121524,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"July","Tuesday","Clear","Dark - Not Lighted",27.5054,-82.4878
"495",121533,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Pedestrian",1,0,1,1,0,1,1,2,2,"March","Thursday","Clear","Dark - Lighted",27.4348,-82.5754
"496",121686,"FLORIDA","WEST BRADENTON","MANATEE","Urban","Not an Intersection","US-41","","Utility Pole/Light Support",1,1,1,1,0,0,0,1,1,"August","Monday","Clear","Dark - Lighted",27.4835,-82.5632
"497",121704,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-41 SR-45 14TH ST W","SR-70","Motor Vehicle in Transport",1,0,3,3,0,0,0,8,8,"August","Thursday","Cloudy","Dark - Lighted",27.4476,-82.5753
"498",121735,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","SR-70","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"August","Thursday","Clear","Dark - Not Lighted",27.4316,-82.3847
"499",121736,"FLORIDA","PALMETTO","MANATEE","Urban","Not an Intersection","SR-43","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"August","Thursday","Rain","Dark - Lighted",27.5214,-82.5534
"500",121825,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","SR-70 53RD AVE/ONECO RD","22 ND ST CT","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Tuesday","Clear","Dark - Lighted",27.4475,-82.5362
"501",121835,"FLORIDA","PALMETTO","MANATEE","Urban","Not an Intersection","US-19","","Pedestrian",1,0,1,1,0,1,1,1,1,"August","Monday","Clear","Dark - Not Lighted",27.571,-82.5728
"502",121873,"FLORIDA","Not Applicable","MANATEE","Urban","Four-Way Intersection","US-41","51ST AVE","Pedestrian",1,0,1,1,0,1,1,1,1,"September","Thursday","Cloudy","Dark - Not Lighted",27.4496,-82.5752
"503",121938,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","SR-70","BETTS RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Tuesday","Clear","Dark - Not Lighted",27.3718,-82.2193
"504",121967,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","301 BOULEVARD","9TH STREET","Pedestrian",1,0,1,1,0,1,1,3,3,"September","Saturday","Clear","Dark - Not Lighted",27.4602,-82.5548
"505",122116,"FLORIDA","BRADENTON","MANATEE","Urban","Four-Way Intersection","SR-64 E","43RD ST","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Tuesday","Clear","Dark - Lighted",27.4983,-82.5087
"506",122131,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","US-41","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Tuesday","Cloudy","Dark - Lighted",27.4723,-82.5753
"507",122144,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-75","","Utility Pole/Light Support",1,0,1,1,0,0,0,1,1,"October","Saturday","Clear","Daylight",27.6078,-82.4961
"508",122278,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","63RD AVE","","Curb",1,0,2,2,0,0,0,2,2,"October","Friday","Cloudy","Daylight",27.4293,-82.5467
"509",122364,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","SR-70","LOCKWOOD RIDGE RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,5,5,"November","Saturday","Clear","Dark - Lighted",27.4461,-82.5055
"510",122399,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","SR-64","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Monday","Clear","Dark - Not Lighted",27.4719,-82.0573
"511",122433,"FLORIDA","Not Applicable","MANATEE","Urban","Not an Intersection","M J RD","","Culvert",1,0,1,1,0,0,0,1,1,"November","Wednesday","Clear","Daylight",27.2824,-82.1939
"512",122444,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-75","LINGER LODGE RD OVERPASS","Bridge Pier or Support",1,0,1,1,0,0,0,1,1,"November","Wednesday","Clear","Dark - Not Lighted",27.4277,-82.4591
"513",122490,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","SR-64","LAKEWOOD RANCH BLVD","Motor Vehicle in Transport",1,1,2,2,0,0,0,4,4,"November","Saturday","Clear","Dark - Lighted",27.4854,-82.4337
"514",122598,"FLORIDA","PALMETTO","MANATEE","Rural","Not an Intersection","US-41","","Other Post, Other Pole, or Other Support",1,1,1,1,0,0,0,1,1,"December","Tuesday","Fog, Smog, Smoke","Dark - Lighted",27.5851,-82.5401
"515",122645,"FLORIDA","Not Applicable","MANATEE","Rural","Four-Way Intersection","51ST ST","26TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"December","Saturday","Clear","Daylight",27.4775,-82.6123
"516",122653,"FLORIDA","Not Applicable","MANATEE","Rural","T-Intersection","GLEN EAGLES CROSSING","THE PARK BLVD","Immersion or Partial Immersion",1,0,1,1,0,0,0,1,1,"December","Tuesday","Fog, Smog, Smoke","Dark - Lighted",27.3993,-82.4754
"517",122851,"FLORIDA","Not Applicable","MANATEE","Rural","Not an Intersection","I-275","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"December","Friday","Clear","Dark - Lighted",27.5922,-82.6295
"518",122884,"FLORIDA","BRADENTON","MANATEE","Rural","T-Intersection","US-41","28TH AVENUE","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"August","Wednesday","Cloudy","Daylight",27.4755,-82.5753
"519",122913,"FLORIDA","PALMETTO","MANATEE","Urban","Four-Way Intersection","SR-45","2600 8TH AVE","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Thursday","Clear","Daylight",27.5372,-82.5728
"520",122953,"FLORIDA","PALMETTO","MANATEE","Urban","T-Intersection","US-41","23RD ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"November","Tuesday","Clear","Dusk",27.5336,-82.5719
"521",123116,"FLORIDA","PALMETTO","MANATEE","Rural","Four-Way Intersection","SR-45","17TH ST","Motor Vehicle in Transport",1,0,3,3,0,0,0,7,7,"June","Monday","Clear","Dark - Lighted",27.5286,-82.5729
"522",120071,"FLORIDA","NORTH PORT","SARASOTA","Urban","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,3,3,0,0,0,6,6,"January","Sunday","Cloudy","Daylight",27.0609,-82.0859
"523",120086,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Guardrail Face",1,0,1,1,0,0,0,1,1,"January","Sunday","Cloudy","Daylight",27.0679,-82.0937
"524",120153,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Culvert",2,0,1,1,0,0,0,3,3,"February","Sunday","Cloudy","Daylight",27.1347,-82.4051
"525",120197,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Rollover/Overturn",1,0,1,1,0,0,0,4,4,"March","Monday","Clear","Daylight",27.1063,-82.2987
"526",120258,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","SR-777","","Motor Vehicle in Transport",1,0,2,2,0,0,0,5,5,"February","Friday","Clear","Dark - Not Lighted",26.9977,-82.2957
"527",120399,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"March","Thursday","Clear","Daylight",27.3524,-82.4467
"528",120434,"FLORIDA","NORTH PORT","SARASOTA","Rural","Not an Intersection","US-41","","Pedalcyclist",1,0,1,1,0,1,1,2,2,"January","Saturday","Rain","Dark - Not Lighted",27.0468,-82.3207
"529",120438,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","US-41","","Pedestrian",1,0,1,1,0,1,1,1,1,"January","Sunday","Clear","Dark - Lighted",27.2498,-82.5136
"530",120539,"FLORIDA","SARASOTA","SARASOTA","Urban","Four-Way Intersection","SR-780","BENEVA RD","Pedestrian",1,0,1,1,0,1,1,2,2,"January","Friday","Clear","Dark - Lighted",27.3374,-82.4973
"531",120614,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","US-301","","Pedestrian",1,0,1,1,0,1,1,1,1,"January","Wednesday","Rain","Dark - Lighted",27.3572,-82.5303
"532",120616,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","US-301","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"January","Sunday","Clear","Dark - Lighted",27.3425,-82.531
"533",120622,"FLORIDA","NORTH PORT","SARASOTA","Rural","Not an Intersection","PANACEA BLVD","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"April","Monday","Clear","Daylight",27.0845,-82.1198
"534",120638,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Pedestrian",1,0,1,1,0,1,1,1,1,"March","Thursday","Clear","Dark - Not Lighted",27.0986,-82.1336
"535",120693,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","CR-777","","Motor Vehicle in Transport",3,1,3,3,0,0,0,7,7,"March","Thursday","Clear","Dark - Not Lighted",26.9979,-82.2956
"536",120695,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","SAWYER RD","","Tree (Standing Only)",1,1,2,1,1,0,0,1,1,"March","Friday","Cloudy","Dark - Not Lighted",27.3006,-82.4893
"537",120702,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","LOCKWOOD RIDGE RD","","Motor Vehicle in Transport",1,0,3,3,0,0,0,4,4,"April","Thursday","Clear","Daylight",27.3546,-82.5056
"538",120716,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","DR MLK JR WAY","","Pedestrian",1,1,1,1,0,1,1,2,2,"April","Saturday","Cloudy","Dark - Lighted",27.3597,-82.5258
"539",120721,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"March","Tuesday","Cloudy","Dark - Not Lighted",27.3565,-82.4461
"540",120785,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Other Object (Not Fixed)",1,0,1,1,0,0,0,2,2,"April","Sunday","Cloudy","Daylight",27.1002,-82.2709
"541",120843,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","US-41","","Ditch",1,1,1,1,0,0,0,1,1,"April","Sunday","Clear","Dark - Lighted",27.1467,-82.4624
"542",121066,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","SR-780","","Curb",1,0,5,5,0,0,0,6,6,"March","Tuesday","Clear","Daylight",27.3374,-82.5032
"543",121111,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","ALLIGATOR DR","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"May","Sunday","Clear","Daylight",27.0546,-82.414
"544",121114,"FLORIDA","Not Applicable","SARASOTA","Urban","Four-Way Intersection","US-41","TAYLOR RANCH TRAIL","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Sunday","Clear","Daylight",27.0495,-82.3583
"545",121139,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","US-41","","Tree (Standing Only)",1,0,1,1,0,0,0,1,1,"March","Thursday","Clear","Daylight",27.0471,-82.2898
"546",121225,"FLORIDA","NORTH PORT","SARASOTA","Urban","Not an Intersection","SR-45","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"June","Tuesday","Clear","Dark - Not Lighted",27.0432,-82.2351
"547",121230,"FLORIDA","NORTH PORT","SARASOTA","Rural","Not an Intersection","MERONI BLVD","","Working Motor Vehicle",1,0,2,1,1,0,1,1,2,"March","Monday","Clear","Daylight",27.093,-82.2449
"548",121245,"FLORIDA","Not Applicable","SARASOTA","Rural","T-Intersection","SR-758","OAKHURST BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"June","Saturday","Cloudy","Dark - Lighted",27.2987,-82.4809
"549",121336,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Guardrail Face",1,0,1,1,0,0,0,1,1,"June","Friday","Clear","Daylight",27.2681,-82.4487
"550",121347,"FLORIDA","SARASOTA","SARASOTA","Rural","Not an Intersection","UNIVERSITY PKWY","","Tree (Standing Only)",3,1,1,1,0,0,0,4,4,"March","Monday","Clear","Dark - Not Lighted",27.3818,-82.5458
"551",121465,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-780","","Curb",1,0,1,1,0,0,0,1,1,"July","Saturday","Clear","Daylight",27.3383,-82.449
"552",121472,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-789A","","Other Fixed Object",1,1,1,1,0,0,0,1,1,"July","Sunday","Cloudy","Dark - Lighted",27.2879,-82.5612
"553",121549,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-776","","Pedestrian",1,0,1,1,0,1,1,1,1,"July","Friday","Rain","Dark - Lighted",26.9639,-82.353
"554",121568,"FLORIDA","SARASOTA","SARASOTA","Urban","Roundabout","MAIN ST","ORANGE AVE","Curb",1,1,1,1,0,0,0,1,1,"June","Friday","Clear","Dark - Lighted",27.3364,-82.5386
"555",121661,"FLORIDA","NORTH PORT","SARASOTA","Rural","Not an Intersection","TROPICAIRE BLVD","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"August","Monday","Rain","Daylight",27.114,-82.1967
"556",121706,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","CR-773","","Pedestrian",1,0,1,1,0,1,1,2,2,"August","Tuesday","Rain","Daylight",27.2657,-82.4976
"557",121838,"FLORIDA","Not Applicable","SARASOTA","Urban","Four-Way Intersection","US-41","CONSTITUTION BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"August","Thursday","Cloudy","Daylight",27.2698,-82.5305
"558",121916,"FLORIDA","NORTH PORT","SARASOTA","Rural","Not an Intersection","BISCAYNE DR","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Wednesday","Clear","Daylight",27.0778,-82.2464
"559",121951,"FLORIDA","NORTH PORT","SARASOTA","Urban","Four-Way Intersection","US-41","SALFORD BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"February","Tuesday","Clear","Daylight",27.0341,-82.2081
"560",122039,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"September","Wednesday","Clear","Daylight",27.1115,-82.3374
"561",122045,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","US-41","","Traffic Sign Support",1,0,1,1,0,0,0,1,1,"June","Sunday","Clear","Dark - Lighted",27.3285,-82.5398
"562",122084,"FLORIDA","VENICE","SARASOTA","Urban","T-Intersection","PINEBROOK RD","WATER ST","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"February","Tuesday","Clear","Daylight",27.1156,-82.4171
"563",122127,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"September","Friday","Clear","Dark - Lighted",27.0995,-82.21
"564",122216,"FLORIDA","Not Applicable","SARASOTA","Urban","Four-Way Intersection","US-41","SEMINOLE DR","Pedestrian",1,0,1,1,0,1,1,2,2,"October","Monday","Clear","Daylight",27.062,-82.4163
"565",122243,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-758","","Working Motor Vehicle",1,1,2,1,1,0,1,1,2,"October","Monday","Clear","Dark - Lighted",27.2988,-82.5012
"566",122348,"FLORIDA","Not Applicable","SARASOTA","Urban","Four-Way Intersection","US-41","ROBERTS RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"October","Saturday","Clear","Dark - Lighted",27.142,-82.4604
"567",122365,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","INDIANA AVE","","Pedalcyclist",1,0,1,1,0,1,1,1,1,"November","Sunday","Clear","Daylight",26.9632,-82.353
"568",122397,"FLORIDA","SARASOTA","SARASOTA","Rural","Four-Way Intersection","SR-72","GATEWAY AVE","Curb",1,1,1,1,0,0,0,1,1,"November","Wednesday","Cloudy","Dark - Lighted",27.2654,-82.5178
"569",122477,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-72","HI-HAT RANCH BLVD","Tree (Standing Only)",1,1,1,1,0,0,0,1,1,"November","Friday","Clear","Dark - Not Lighted",27.2455,-82.3622
"570",122494,"FLORIDA","Not Applicable","SARASOTA","Rural","Four-Way Intersection","US-41","CR-777","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"October","Friday","Clear","Daylight",27.0418,-82.2999
"571",122530,"FLORIDA","Not Applicable","SARASOTA","Urban","T-Intersection","GULF GATE DR","MOBILE GATE DR","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Tuesday","Clear","Dusk",27.2589,-82.515
"572",122600,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","I-75","","Tree (Standing Only)",1,1,1,1,0,0,0,3,3,"December","Tuesday","Cloudy","Dark - Not Lighted",27.2405,-82.4511
"573",122603,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","SR-45","","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"November","Thursday","Clear","Dark - Lighted",27.3378,-82.5467
"574",122610,"FLORIDA","Not Applicable","SARASOTA","Trafficway Not in State Inventory","Not an Intersection","CLAXSTRAUSS DR","","Rollover/Overturn",1,1,1,1,0,0,0,4,4,"November","Saturday","Clear","Dark - Not Lighted",27.3354,-82.4308
"575",122611,"FLORIDA","Not Applicable","SARASOTA","Urban","Not an Intersection","ALLIGATOR  RD","","Ditch",1,0,1,1,0,0,0,1,1,"November","Monday","Clear","Dark - Lighted",27.0543,-82.4139
"576",122685,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","RICHARDSON RD","","Embankment",1,0,1,1,0,0,0,1,1,"December","Sunday","Cloudy","Dark - Not Lighted",27.3432,-82.4164
"577",122697,"FLORIDA","Not Applicable","SARASOTA","Rural","Four-Way Intersection","SR-776","OVERBROOK RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,5,5,"December","Saturday","Clear","Dark - Lighted",27.0001,-82.3766
"578",122734,"FLORIDA","Not Applicable","SARASOTA","Rural","Four-Way Intersection","JACARANDA BLVD","SKLAR DR","Pedestrian",1,0,1,1,0,1,1,1,1,"December","Tuesday","Clear","Dark - Not Lighted",27.0653,-82.392
"579",122763,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","US-301","","Tree (Standing Only)",1,0,1,1,0,0,0,2,2,"December","Sunday","Cloudy","Dark - Lighted",27.3733,-82.5308
"580",122815,"FLORIDA","SARASOTA","SARASOTA","Urban","Four-Way Intersection","OLD BRADENTON RD","UNIVERSITY PKWY","Curb",1,1,1,1,0,0,0,3,3,"July","Friday","Clear","Dark - Lighted",27.3819,-82.5468
"581",122822,"FLORIDA","Not Applicable","SARASOTA","Rural","Not an Intersection","SR-776","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"December","Thursday","Clear","Dark - Lighted",26.9717,-82.3532
"582",122872,"FLORIDA","Not Applicable","SARASOTA","Rural","Four-Way Intersection","US-41","RUBENS DR","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"December","Wednesday","Clear","Dusk",27.1662,-82.476
"583",123074,"FLORIDA","SARASOTA","SARASOTA","Urban","Not an Intersection","ASPINWALL ST","","Pedestrian",1,0,1,1,0,1,1,1,1,"October","Saturday","Clear","Dark - Lighted",27.3393,-82.5219
"584",123075,"FLORIDA","SARASOTA","SARASOTA","Urban","Four-Way Intersection","BENEVA RD","CIRCUS BLVD","Motor Vehicle in Transport",1,0,2,2,0,0,0,4,4,"July","Thursday","Clear","Daylight",27.3412,-82.4973
"585",120046,"FLORIDA","Not Applicable","POLK","Urban","Not an Intersection","US-92","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"January","Sunday","Clear","Dark - Not Lighted",28.0272,-82.0555
"586",120118,"FLORIDA","Not Applicable","POLK","Urban","Not an Intersection","I-4","","Cable Barrier",1,0,1,1,0,0,0,2,2,"February","Tuesday","Rain","Dark - Not Lighted",28.1575,-81.8252
"587",120126,"FLORIDA","LAKELAND","POLK","Urban","Not an Intersection","I-4","","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"February","Tuesday","Clear","Dark - Lighted",28.1516,-81.8561
"588",120194,"FLORIDA","AUBURNDALE","POLK","Urban","Not an Intersection","US-92","","Motor Vehicle in Transport",1,0,2,2,0,0,0,5,5,"January","Thursday","Clear","Dark - Lighted",28.0571,-81.8164
"589",120283,"FLORIDA","Not Applicable","POLK","Urban","Not an Intersection","US-27","","Other Post, Other Pole, or Other Support",1,1,1,1,0,0,0,1,1,"February","Monday","Clear","Dark - Not Lighted",28.0396,-81.6368
"590",120284,"FLORIDA","Not Applicable","POLK","Urban","T-Intersection","SR-60","CR-655","Motor Vehicle in Transport",1,0,2,2,0,0,0,6,6,"February","Tuesday","Clear","Dark - Lighted",27.9163,-81.7263
"591",120288,"FLORIDA","LAKELAND","POLK","Rural","T-Intersection","SR-546","SWINDELL RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"February","Tuesday","Fog, Smog, Smoke","Daylight",28.0549,-81.9985
"592",120331,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","SR-60","","Rollover/Overturn",1,0,1,1,0,0,0,2,2,"February","Saturday","Clear","Daylight",27.8412,-81.3548
"593",120332,"FLORIDA","Not Applicable","POLK","Rural","Four-Way Intersection","LOGISTICS PARKWAY","OLD BARTOW LAKE WALES RD","Motor Vehicle in Transport",1,0,2,2,0,0,0,3,3,"February","Monday","Cloudy","Dark - Not Lighted",27.9235,-81.709
"594",120333,"FLORIDA","Not Applicable","POLK","Urban","Four-Way Intersection","COUNTY LINE ROAD","EWELL ROAD","Motor Vehicle in Transport",1,0,2,2,0,0,0,2,2,"March","Saturday","Clear","Daylight",27.9528,-82.0553
"595",120376,"FLORIDA","Not Applicable","POLK","Urban","Not an Intersection","MCMANN ROAD","","Rollover/Overturn",1,1,1,1,0,0,0,1,1,"March","Friday","Clear","Dark - Not Lighted",28.0959,-81.5225
"596",120377,"FLORIDA","Not Applicable","POLK","Urban","T-Intersection","SR-655","MCKEAN ST","Motor Vehicle in Transport",1,0,3,3,0,0,0,3,3,"February","Friday","Clear","Daylight",28.0513,-81.7967
"597",120389,"FLORIDA","Not Applicable","POLK","Rural","T-Intersection","SR-544","34TH ST NW","Utility Pole/Light Support",1,1,1,1,0,0,0,1,1,"March","Friday","Rain","Dark - Lighted",28.05,-81.7679
"598",120394,"FLORIDA","Not Applicable","POLK","Urban","Not an Intersection","KATHLEEN RD","","Rollover/Overturn",1,0,1,1,0,0,0,1,1,"February","Friday","Clear","Dusk",28.0961,-82.0003
"599",120543,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","US-98","FOX LAKE DR","Pedalcyclist",1,0,2,2,0,1,1,3,3,"January","Friday","Clear","Dark - Not Lighted",28.1377,-81.9735
"600",120587,"FLORIDA","Not Applicable","POLK","Rural","T-Intersection","US-92","LYNCHBURG RD","Motor Vehicle in Transport",1,1,2,2,0,0,0,3,3,"January","Monday","Clear","Dusk",28.0677,-81.7515
"601",120588,"FLORIDA","Not Applicable","POLK","Trafficway Not in State Inventory","Not an Intersection","CAMP MACK RD","","Fence",1,1,1,1,0,0,0,1,1,"February","Monday","Clear","Daylight",27.9368,-81.4326
"602",120589,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","SR-60","","Ditch",1,0,1,1,0,0,0,1,1,"March","Monday","Clear","Daylight",27.904,-81.8462
"603",120611,"FLORIDA","LAKELAND","POLK","Urban","Not an Intersection","US-98","","Pedestrian",1,0,1,1,0,1,1,1,1,"March","Tuesday","Clear","Dark - Lighted",28.0775,-81.9624
"604",120655,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","US-92","","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"March","Friday","Clear","Dark - Not Lighted",28.0482,-81.9222
"605",120723,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","ERNIE CALDWELL BLVD","","Curb",1,1,1,1,0,0,0,1,1,"March","Sunday","Rain","Dark - Lighted",28.2233,-81.6422
"606",120739,"FLORIDA","LAKELAND","POLK","Urban","Not an Intersection","US-92","","Pedestrian",1,0,1,1,0,1,1,1,1,"April","Friday","Clear","Dark - Lighted",28.055,-81.9481
"607",120783,"FLORIDA","LAKE WALES","POLK","Urban","Not an Intersection","US-27","","Traffic Sign Support",1,0,1,1,0,0,0,1,1,"April","Friday","Clear","Dark - Not Lighted",27.8962,-81.5997
"608",120848,"FLORIDA","LAKELAND","POLK","Urban","Four-Way Intersection","SR-37","HIGHLAND DR","Pedalcyclist",1,0,1,1,0,1,1,1,1,"April","Monday","Clear","Daylight",27.9857,-81.9567
"609",120858,"FLORIDA","Not Applicable","POLK","Rural","Four-Way Intersection","CR-540","SUMMERLAND HILLS DR","Pedestrian",1,0,1,1,0,1,1,1,1,"May","Monday","Clear","Dark - Not Lighted",27.9675,-81.902
"610",120861,"FLORIDA","LAKELAND","POLK","Rural","Not an Intersection","CARPENTERS WAY","","Ditch",1,1,1,1,0,0,0,1,1,"May","Sunday","Cloudy","Dark - Lighted",28.0947,-81.9616
"611",120883,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","OLD DADE CITY RD","","Mail Box",1,1,1,1,0,0,0,2,2,"April","Saturday","Cloudy","Dark - Not Lighted",28.1897,-82.022
"612",120887,"FLORIDA","Not Applicable","POLK","Rural","Not an Intersection","SR-60","","Rollover/Overturn",1,0,1,1,0,0,0,3,3,"April","Tuesday","Clear","Dark - Not Lighted",27.9104,-81.6838
"613",120888,"FLORIDA","LAKELAND","POLK","Urban","T-Intersection","SR-33","I-4 RAMP","Motor Vehicle in Transport",1,1,2,2,0,0,0,2,2,"May","Friday","Clear","Dark - Lighted",28.1392,-81.9025
